Title,Address,Geographic,Industry,Profession
HI SUN TECHNOLOGY CHINA,0818.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
SATYAM COMPUTER SERVICES,SATY.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
CITIC 21CN,0241.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
IMAGI INTERNATIONAL ,0585.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
OTSUKA,4768.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TECH MAHINDRA,TEML.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
GROUPE STERIA,TERI.PA,France,Technology,"Asset Management,Debt,Equities,Investment Banking"
DST SYSTEMS,$DST,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TELECITY ,TCY.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
CGI GROUP,GIBa.TO,Canada,Technology,"Asset Management,Debt,Equities,Investment Banking"
WINCOR NIXDORF,WING.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
WIPRO,WIPR.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
CMC,CMC.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
NOMURA RESEARCH INSTITUTE,4307.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ROLTA INDIA,ROLT.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
LOGICA,LOG.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
TERADATA,$TDC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
INFOSYS,INFY.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
COGNIZANT,$CTSH,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
GARTNER,$IT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TRAVELSKY TECHNOLOGY,0696.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
PATNI COMPUTER SYSTEMS,PTNI.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
NS SOLUTIONS,2327.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
KPIT CUMMINS INFOSYSTEMS,KPIT.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
VERISIGN,$VRSN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
JVC KENWOOD,6632.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
VIDEOCON INDUSTRIES,VEDI.NS,India,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
SHARP,6753.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
SONY,6758.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
SAMPO,1604.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TIVO,$TIVO,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PHILIPS,PHG.AS,Netherlands,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
AMTRAN TECHNOLOGY,2489.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PIONEER,6773.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
CASIO COMPUTER ,6952.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TCL MULTIMEDIA TECHNOLOGY ,1070.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
KINPO ELECTRONICS,2312.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
FUNAI ELECTRIC,6839.OS,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PANASONIC,6752.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
SKYWORTH DIGITAL ,0751.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
INTERNATIONAL PERSONAL FINANCE,IPF.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
VISA,$V,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN ACCEPTANCE,9941.TW,Taiwan,Financials,"Asset Management,Debt,Equities,Investment Banking"
AMERICAN EXPRESS,$AXP,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CAPITAL ONE FINANCIAL,$COF,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DISCOVER FINANCIAL SERVICES,$DFS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHRIRAM CITY UNION FINANCE,SHCU.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
CASH AMERICA INTERNATIONAL,$CSH,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
ORIENT,8585.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
MASTERCARD,$MA,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
JACCS,8584.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
WESTERN UNION,$WU,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
PORTFOLIO RECOVERY ASSOCIATES,$PRAA,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HITACHI CAPITAL,8586.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
INDIABULLS FINANCIAL SERVICES,IBUL.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
EZCORP,$EZPW,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
PARAGON GROUP OF COMPANIES,PARA.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
SKS MICROFINANCE,SKSM.NS,India,Financials,"Asset Management,Debt,Equities,Investment Banking"
PROVIDENT FINANCIAL,PFG.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
SLM,$SLM,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
YEM CHIO,4306.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BEMIS,$BMS,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AMCOR,AMC.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SONOCO PRODUCTS,$SON,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BILCARE,BIL.BO,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN HON CHUAN ENTERPRISE,9939.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
AMVIG ,2300.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
UFLEX,UFLX.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
NIHON YAMAMURA GLASS,5210.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CROWN ,$CCK,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BALL,$BLL,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
CCL INDUSTRIES,CCLb.TO,Canada,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SILGAN,$SLGN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FP,7947.OS,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
REXAM,REX.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
APTARGROUP,$ATR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GREATVIEW ASEPTIC PACKAGING COMPANY,0468.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GREIF,$GEF,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SINGAMAS CONTAINER ,0716.HK,Hong Kong,Industrials,"Asset Management,Debt,Equities,Investment Banking"
OWENS ILLINOIS,$OI,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MEADWESTVACO,$MWV,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
GREAT CHINA METAL,9905.TW,Taiwan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FUJI SEAL INTERNATIONAL,7864.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BRAMBLES,BXB.AX,Australia,Industrials,"Asset Management,Debt,Equities,Investment Banking"
DS SMITH,SMDS.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PACK,3950.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PACKAGING CORP OF AMERICA,$PKG,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ROCK TENN,$RKT,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
TOYO SEIKAN KAISHA,5901.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
LINTEC,7966.T,Japan,Industrials,"Asset Management,Debt,Equities,Investment Banking"
SEALED AIR,$SEE,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
JINDAL POLY FILMS,JPLY.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
RPC GROUP,RPC.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
PUBLIC SERVICE ENTERPRISE GROUP,$PEG,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
EDF,EDF.PA,France,Utilities,"Asset Management,Debt,Equities,Investment Banking"
MGE ENERGY,$MGEE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
EDISON INTERNATIONAL,$EIX,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
A2A ,A2.MI,Italy,Utilities,"Asset Management,Debt,Equities,Investment Banking"
KSK ENERGY VENTURES,KSKE.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NV ENERGY,$NVE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ATLANTIC POWER,ATP.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PEPCO ,$POM,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GENON ENERGY,$GEN,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
HUADIAN POWER INTERNATIONAL,1071.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
HUANENG POWER INTERNATIONAL,0902.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CALPINE,$CPN,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CONSOLIDATED EDISON,$ED,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
EL PASO ELECTRIC,$EE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
SHIKOKU ELECTRIC POWER,9507.T,Japan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CHINA POWER INTERNATIONAL ,2380.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CHINA POWER NEW ENERGY DEVELOPMENT,0735.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ELECTRIC POWER DEVELOPMENT,9513.T,Japan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ACEA ,ACE.MI,Italy,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CHINA RESOURCES POWER ,0836.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
SOUTHERN,$SO,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
AMERICAN ELECTRIC POWER COMPANY,$AEP,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
FIRSTENERGY,$FE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PG&E,$PCG,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CAPITAL POWER,CPX.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
SP AUSNET,SPN.AX,Australia,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NEXTERA ENERGY,$NEE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NEYVELI LIGNITE CORPORATION,NELG.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
EMERA,EMA.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
SPARK INFRASTRUCTURE ,SKI.AX,Australia,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ADANI POWER,ADAN.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
HAWAIIAN ELECTRIC INDUSTRIES,$HE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
LANCO INFRATECH,LAIN.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GMR INFRASTRUCTURE,GMRI.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
UIL ,$UIL,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TOHOKU ELECTRIC POWER ,9506.T,Japan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ENEL,ENEI.MI,Italy,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PINNACLE WEST CAPITAL,$PNW,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CHUGOKU ELECTRIC POWER,9504.T,Japan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ENERGY WORLD CORPORATION,EWC.AX,Australia,Utilities,"Asset Management,Debt,Equities,Investment Banking"
BLACK HILLS,$BKH,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ITC ,$ITC,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
RELIANCE INFRASTRUCTURE,RLIN.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
FORTIS,FTS.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
DOMINION RESOURCES,$D,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
RELIANCE POWER,RPOL.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
AES,$AES,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
IDACORP,$IDA,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ENTERGY,$ETR,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PNM RESOURCES,$PNM,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TATA POWER,TTPW.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
UNS ENERGY,$UNS,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GREAT PLAINS ENERGY,$GXP,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
WESTAR ENERGY,$WR,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN COGENERATION,8926.TW,Taiwan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PORTLAND GENERAL ELECTRIC,$POR,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TORRENT POWER,TOPO.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
AREVA,AREVA.PA,France,Utilities,"Asset Management,Debt,Equities,Investment Banking"
POWER GRID CORP OF INDIA,PGRD.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CESC,CESC.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
DRAX GROUP ,DRX.L,United Kingdom,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TECO ENERGY,$TE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PPL,$PPL,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
DTE ENERGY,$DTE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
SSE,SSE.L,United Kingdom,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CLECO,$CNL,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CLP ,0002.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
EXELON,$EXC,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CMS ENERGY,$CMS,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PROGRESS ENERGY,$PGN,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
HOKURIKU ELECTRIC POWER,9505.T,Japan,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GUJARAT INDUSTRIES POWER COMPANY,GJIP.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NORTHEAST UTILITIES,$NU,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
CHEUNG KONG INFRASTRUCTURE ,1038.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TRANSALTA,Ta.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TRANSALTA,TA.TO,Canada,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NORTHWESTERN,$NWE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
TERNA,TRN.MI,Italy,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GVK POWER AND INFRASTRUCTURE,GVKP.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
XCEL ENERGY,$XEL,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
RURAL ELECTRIFICATION CORPORATION,RURL.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NRG ENERGY,$NRG,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
PTC INDIA,PTCI.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ALLETE,$ALE,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GCL POLY ENERGY ,3800.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
POWER ASSETS ,0006.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
DATANG INTERNATIONAL POWER GENERATION,0991.HK,Hong Kong,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NSTAR,$NST,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
ALLIANT ENERGY,$LNT,United States,Utilities,"Asset Management,Debt,Equities,Investment Banking"
NTPC,NTPC.NS,India,Utilities,"Asset Management,Debt,Equities,Investment Banking"
GENERAL DYNAMICS,$GD,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
THALES,TCFP.PA,France,Industrials,"Asset Management,Debt,Equities,Investment Banking"
QINETIQ ,QQ.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FINMECCANICA ,SIFI.MI,Italy,Industrials,"Asset Management,Debt,Equities,Investment Banking"
HUNTINGTON INGALLS INDUSTRIES,$HII,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
BHARAT ELECTRONICS,BAJE.NS,India,Industrials,"Asset Management,Debt,Equities,Investment Banking"
L 3 COMMUNICATIONS ,$LLL,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
FLIR SYSTEMS,$FLIR,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
RAYTHEON,$RTN,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
MANTECH INTERNATIONAL,$MANT,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ULTRA ELECTRONICS ,ULE.L,United Kingdom,Industrials,"Asset Management,Debt,Equities,Investment Banking"
ORBITAL SCIENCES,$ORB,United States,Industrials,"Asset Management,Debt,Equities,Investment Banking"
